,year,congress house,congress sen class 1,congress sen class 2,congress sen class 3,electoral,governor,legislature house,legislature sen
Mississippi,1987,"4D, 1R",John C. Stennis (D),Thad Cochran (R)[24],,Ronald Reagan and George H. W. Bush (R),William Allain (D),"116D, 6R","49D, 3R"
Mississippi,1988,"4D, 1R",John C. Stennis (D),Thad Cochran (R)[24],,George H. W. Bush and Dan Quayle (R),Ray Mabus (D),"113D, 9R","45D, 7R"
Mississippi,1989,"4D, 1R",Trent Lott (R),Thad Cochran (R)[24],,George H. W. Bush and Dan Quayle (R),Ray Mabus (D),"113D, 9R","45D, 7R"
Mississippi,1990,5D,Trent Lott (R),Thad Cochran (R)[24],,George H. W. Bush and Dan Quayle (R),Ray Mabus (D),"113D, 9R","45D, 7R"
Mississippi,1991,5D,Trent Lott (R),Thad Cochran (R)[24],,George H. W. Bush and Dan Quayle (R),Ray Mabus (D),"113D, 9R","45D, 7R"
Mississippi,1992,5D,Trent Lott (R),Thad Cochran (R)[24],,George H. W. Bush and Dan Quayle (R),Kirk Fordice (R),"98D, 24R","43D, 9R"
Mississippi,1993,5D,Trent Lott (R),Thad Cochran (R)[24],,George H. W. Bush and Dan Quayle (R),Kirk Fordice (R),"93D, 29R[28]","39D, 13R[27]"
Mississippi,1994,5D,Trent Lott (R),Thad Cochran (R)[24],,George H. W. Bush and Dan Quayle (R),Kirk Fordice (R),"93D, 29R[28]","39D, 13R[27]"
Mississippi,1995,"4D, 1R",Trent Lott (R),Thad Cochran (R)[24],,George H. W. Bush and Dan Quayle (R),Kirk Fordice (R),"93D, 29R[28]","39D, 13R[27]"
Mississippi,1996,"3D, 2R",Trent Lott (R),Thad Cochran (R)[24],,Bob Dole and Jack Kemp (R),Kirk Fordice (R),"86D, 33R, 3I","34D, 18R"
Mississippi,1996,"3D, 2R",Trent Lott (R),Thad Cochran (R)[24],,Bob Dole and Jack Kemp (R),Kirk Fordice (R),"86D, 33R, 3I","34D, 18R"
Mississippi,1997,"3R, 2D",Trent Lott (R),Thad Cochran (R)[24],,Bob Dole and Jack Kemp (R),Kirk Fordice (R),"86D, 33R, 3I","34D, 18R"
Mississippi,1998,"3R, 2D",Trent Lott (R),Thad Cochran (R)[24],,Bob Dole and Jack Kemp (R),Kirk Fordice (R),"86D, 33R, 3I","34D, 18R"
Mississippi,1999,"3D, 2R",Trent Lott (R),Thad Cochran (R)[24],,Bob Dole and Jack Kemp (R),Kirk Fordice (R),"86D, 33R, 3I","34D, 18R"
Mississippi,2000,"3D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Ronnie Musgrove (D),"86D, 33R, 3I","34D, 18R"
Mississippi,2001,"3D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Ronnie Musgrove (D),"86D, 33R, 3I","34D, 18R"
Mississippi,2002,"3D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Ronnie Musgrove (D),"86D, 33R, 3I","34D, 18R"
Mississippi,2002,"3D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Ronnie Musgrove (D),"86D, 33R, 3I","34D, 18R"
Mississippi,2003,"2D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Ronnie Musgrove (D),"81D, 38R, 3I[33]","29D, 23R[32]"
Mississippi,2004,"2D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Haley Barbour (R),"76D, 46R","29D, 23R[32]"
Mississippi,2005,"2D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Haley Barbour (R),"75D, 47R[35]","28D, 24R[34]"
Mississippi,2005,"2D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Haley Barbour (R),"75D, 47R[35]","28D, 24R[34]"
Mississippi,2006,"2D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Haley Barbour (R),"75D, 47R[35]","28D, 24R[34]"
Mississippi,2007,"2D, 2R",Trent Lott (R),Thad Cochran (R)[24],,George W. Bush and Dick Cheney (R),Haley Barbour (R),"75D, 47R[35]","27R, 25D[37]"
Mississippi,2008,"3D, 1R",Roger Wicker (R)[39],Thad Cochran (R)[24],,John McCain and Sarah Palin (R),Haley Barbour (R),"75D, 47R[35]","27D, 25R[38]"
Mississippi,2008,"3D, 1R",Roger Wicker (R)[39],Thad Cochran (R)[24],,John McCain and Sarah Palin (R),Haley Barbour (R),"74D, 48R[40]","27D, 25R[38]"
Mississippi,2009,"3D, 1R",Roger Wicker (R)[39],Thad Cochran (R)[24],,John McCain and Sarah Palin (R),Haley Barbour (R),"73D, 49R[41]","27D, 25R[38]"
Mississippi,2010,"3D, 1R",Roger Wicker (R)[39],Thad Cochran (R)[24],,John McCain and Sarah Palin (R),Haley Barbour (R),"73D, 49R[41]","27D, 25R[38]"
Mississippi,2011,"3R, 1D",Roger Wicker (R)[39],Thad Cochran (R)[24],,John McCain and Sarah Palin (R),Haley Barbour (R),"68D, 54R[43]","27R, 25D[42]"
Mississippi,2012,"3R, 1D",Roger Wicker (R)[39],Thad Cochran (R)[24],,Mitt Romney and Paul Ryan (R),Phil Bryant (R),"64R, 58D[45]","31R, 21D[44]"
Mississippi,2013,"3R, 1D",Roger Wicker (R)[39],Thad Cochran (R)[24],,Mitt Romney and Paul Ryan (R),Phil Bryant (R),"65R, 57D[47]","32R, 20D[46]"
Mississippi,2014,"3R, 1D",Roger Wicker (R)[39],Thad Cochran (R)[24],,Mitt Romney and Paul Ryan (R),Phil Bryant (R),"66R, 56D[48]","32R, 20D[46]"
Mississippi,2015,"3R, 1D",Roger Wicker (R)[39],Thad Cochran (R)[24],,Mitt Romney and Paul Ryan (R),Phil Bryant (R),"66R, 55D, 1 vac.[49]","32R, 20D[46]"
Mississippi,2015,"3R, 1D",Roger Wicker (R)[39],Thad Cochran (R)[24],,Mitt Romney and Paul Ryan (R),Phil Bryant (R),"67R, 55D[50]","32R, 20D[46]"
Mississippi,2016,"3R, 1D",Roger Wicker (R)[39],Thad Cochran (R)[24],,Donald Trump and Mike Pence (R),Phil Bryant (R),"74R, 48D[51]","32R, 20D[46]"
Mississippi,2017,"3R, 1D",Roger Wicker (R)[39],Thad Cochran (R)[24],,Donald Trump and Mike Pence (R),Phil Bryant (R),"74R, 48D[51]","32R, 20D[46]"
Missouri,1980,"8D, 2R", ,,Thomas Eagleton (D),Ronald Reagan and George H. W. Bush (R) Y,Joseph P. Teasdale (D),"116D, 47R","23D, 11R"
Missouri,1981,"6D, 4R", ,, ,Ronald Reagan and George H. W. Bush (R) Y,Kit Bond (R),"111D, 52R","24D, 10R"
Missouri,1982,"6D, 4R", ,, ,Ronald Reagan and George H. W. Bush (R) Y,Kit Bond (R),"111D, 52R","24D, 10R"
Missouri,1983,"6D, 3R",John C. Danforth (R),, ,Ronald Reagan and George H. W. Bush (R) Y,Kit Bond (R),"110D, 53R","22D, 12R"
Missouri,1984,"6D, 3R",John C. Danforth (R),, ,Ronald Reagan and George H. W. Bush (R) Y,Kit Bond (R),"110D, 53R","22D, 12R"
Missouri,1984,"6D, 3R",John C. Danforth (R),, ,Ronald Reagan and George H. W. Bush (R) Y,Kit Bond (R),"110D, 53R","22D, 12R"
Missouri,1985,"6D, 3R",John C. Danforth (R),, ,Ronald Reagan and George H. W. Bush (R) Y,John Ashcroft (R),"108D, 55R","21D, 13R"
Missouri,1986,"6D, 3R",John C. Danforth (R),, ,Ronald Reagan and George H. W. Bush (R) Y,John Ashcroft (R),"108D, 55R","21D, 13R"
Missouri,1987,"5D, 4R",John C. Danforth (R),, ,Ronald Reagan and George H. W. Bush (R) Y,John Ashcroft (R),"111D, 52R","21D, 13R"
Missouri,1988,"5D, 4R",John C. Danforth (R),, ,George H. W. Bush and Dan Quayle (R) Y,John Ashcroft (R),"111D, 52R","21D, 13R"
Missouri,1989,"5D, 4R", ,, ,George H. W. Bush and Dan Quayle (R) Y,John Ashcroft (R),"104D, 59R","22D, 12R"
Missouri,1990,"5D, 4R", ,, ,George H. W. Bush and Dan Quayle (R) Y,John Ashcroft (R),"104D, 59R","22D, 12R"
Missouri,1991,"6D, 3R", ,, ,George H. W. Bush and Dan Quayle (R) Y,John Ashcroft (R),"98D, 65R","23D, 11R"
Missouri,1992,"6D, 3R", ,, ,Bill Clinton and Al Gore (D) Y,John Ashcroft (R),"98D, 65R","23D, 11R"
Missouri,1993,"6D, 3R", ,,Kit Bond (R),Bill Clinton and Al Gore (D) Y,Mel Carnahan (D),"100D, 63R","20D, 14R"
Missouri,1994,"6D, 3R", ,,Kit Bond (R),Bill Clinton and Al Gore (D) Y,Mel Carnahan (D),"100D, 63R","20D, 14R"
Missouri,1994,"6D, 3R", ,,Kit Bond (R),Bill Clinton and Al Gore (D) Y,Mel Carnahan (D),"100D, 63R","20D, 14R"
Missouri,1995,"6D, 3R",John Ashcroft (R),,Kit Bond (R),Bill Clinton and Al Gore (D) Y,Mel Carnahan (D),"87D, 76R","19D, 15R"
Missouri,1996,"6D, 3R",John Ashcroft (R),,Kit Bond (R),Bill Clinton and Al Gore (D) Y,Mel Carnahan (D),"87D, 76R","19D, 15R"
Missouri,1997,"5D, 4R",John Ashcroft (R),,Kit Bond (R),Bill Clinton and Al Gore (D) Y,Mel Carnahan (D),"88D, 75R","19D, 15R"
Missouri,1998,"5D, 4R",John Ashcroft (R),,Kit Bond (R),Bill Clinton and Al Gore (D) Y,Mel Carnahan (D),"88D, 75R","19D, 15R"
Missouri,1999,"5D, 4R",John Ashcroft (R),, ,Bill Clinton and Al Gore (D) Y,Mel Carnahan (D),"85D, 78R","18D, 16R"
Missouri,2000,"5D, 4R",John Ashcroft (R),, ,George W. Bush and Dick Cheney (R) Y,Mel Carnahan (D),"85D, 78R","18D, 16R"
Missouri,2000,"5D, 4R",John Ashcroft (R),, ,George W. Bush and Dick Cheney (R) Y,Roger B. Wilson (D),"85D, 78R","18D, 16R"
Missouri,2001,"5R, 4D",Jean Carnahan (D)[14],, ,George W. Bush and Dick Cheney (R) Y,Bob Holden (D),"87D, 76R","18R, 16D"
Missouri,2002,"5R, 4D",Jean Carnahan (D)[14],, ,George W. Bush and Dick Cheney (R) Y,Bob Holden (D),"87D, 76R","18R, 16D"
Missouri,2002,"5R, 4D",Jim Talent (R)[15],, ,George W. Bush and Dick Cheney (R) Y,Bob Holden (D),"87D, 76R","18R, 16D"
Missouri,2003,"5R, 4D",Jim Talent (R)[15],, ,George W. Bush and Dick Cheney (R) Y,Bob Holden (D),"90R, 73D","20R, 14D"
Missouri,2004,"5R, 4D",Jim Talent (R)[15],, ,George W. Bush and Dick Cheney (R) Y,Bob Holden (D),"90R, 73D","20R, 14D"
Missouri,2005,"5R, 4D",Jim Talent (R)[15],, ,George W. Bush and Dick Cheney (R) Y,Matt Blunt (R),"97R, 66D","23R, 11D"
Missouri,2006,"5R, 4D",Jim Talent (R)[15],, ,George W. Bush and Dick Cheney (R) Y,Matt Blunt (R),"97R, 66D","23R, 11D"
Missouri,2007,"5R, 4D",Claire McCaskill (D),, ,George W. Bush and Dick Cheney (R) Y,Matt Blunt (R),"92R, 71D","21R, 13D"
Missouri,2008,"5R, 4D",Claire McCaskill (D),, ,John McCain and Sarah Palin (R) N,Matt Blunt (R),"92R, 71D","21R, 13D"
Missouri,2009,"5R, 4D",Claire McCaskill (D),, ,John McCain and Sarah Palin (R) N,Jay Nixon (D),"89R, 74D","23R, 11D"
Missouri,2010,"5R, 4D",Claire McCaskill (D),, ,John McCain and Sarah Palin (R) N,Jay Nixon (D),"89R, 74D","23R, 11D"
Missouri,2011,"6R, 3D",Claire McCaskill (D),,Roy Blunt (R),John McCain and Sarah Palin (R) N,Jay Nixon (D),"106R, 56D, 1I","26R, 8D"
Missouri,2012,"6R, 3D",Claire McCaskill (D),,Roy Blunt (R),Mitt Romney and Paul Ryan (R) N,Jay Nixon (D),"103R, 55D, 1I, 4vac","26R, 8D"
Missouri,2013,"6R, 2D", ,,Roy Blunt (R),Mitt Romney and Paul Ryan (R) N,Jay Nixon (D),"110R, 53D","24R, 10D"
Missouri,2014,"6R, 2D", ,,Roy Blunt (R),Mitt Romney and Paul Ryan (R) N,Jay Nixon (D),"108R, 52D, 3vac","23R, 9D, 2vac"
Missouri,2015,"6R, 2D", ,,Roy Blunt (R),Mitt Romney and Paul Ryan (R) N,Jay Nixon (D),"117R, 44D, 1I, 1vac","25R, 9D"
Missouri,2015,"6R, 2D", ,,Roy Blunt (R),Mitt Romney and Paul Ryan (R) N,Jay Nixon (D),"116R, 43D, 1I, 3vac[18]","24R, 8D, 2vac[17]"
Missouri,2016,"6R, 2D", ,,Roy Blunt (R),Donald Trump and Mike Pence (R) Y,Jay Nixon (D),"117R, 45D, 1I","24R, 8D, 2vac[17]"
Missouri,2017,"6R, 2D", ,, ,Donald Trump and Mike Pence (R) Y,Eric Greitens (R),"117R, 46D","25R, 9D"
Montana,1980,"1D, 1R",John Melcher (D),Max Baucus (D)[24],,Ronald Reagan and George H. W. Bush (R) Y,Thomas Lee Judge (D),"55D, 45R","26R, 24D"
Montana,1981,"1D, 1R",John Melcher (D),Max Baucus (D)[24],,Ronald Reagan and George H. W. Bush (R) Y,Ted Schwinden (D),"57R, 43D","28R, 22D"
Montana,1982,"1D, 1R",John Melcher (D),Max Baucus (D)[24],,Ronald Reagan and George H. W. Bush (R) Y,Ted Schwinden (D),"57R, 43D","28R, 22D"
Montana,1983,"1D, 1R",John Melcher (D),Max Baucus (D)[24],,Ronald Reagan and George H. W. Bush (R) Y,Ted Schwinden (D),"55D, 45R","26R, 24D"
Montana,1984,"1D, 1R",John Melcher (D),Max Baucus (D)[24],,Ronald Reagan and George H. W. Bush (R) Y,Ted Schwinden (D),"55D, 45R","26R, 24D"
Montana,1985,"1D, 1R",John Melcher (D),Max Baucus (D)[24],,Ronald Reagan and George H. W. Bush (R) Y,Ted Schwinden (D),"50D, 50R[26]","28D, 22R"
Montana,1986,"1D, 1R",John Melcher (D),Max Baucus (D)[24],,Ronald Reagan and George H. W. Bush (R) Y,Ted Schwinden (D),"50D, 50R[26]","28D, 22R"
Montana,1987,"1D, 1R",John Melcher (D),Max Baucus (D)[24],,Ronald Reagan and George H. W. Bush (R) Y,Ted Schwinden (D),"51R, 49D","25D, 25R[27]"
Montana,1988,"1D, 1R",John Melcher (D),Max Baucus (D)[24],,George H. W. Bush and Dan Quayle (R) Y,Ted Schwinden (D),"51R, 49D","25D, 25R[27]"
Montana,1989,"1D, 1R",Conrad Burns (R),Max Baucus (D)[24],,George H. W. Bush and Dan Quayle (R) Y,Stan Stephens (R),"52D, 48R","27R, 23D"
Montana,1990,"1D, 1R",Conrad Burns (R),Max Baucus (D)[24],,George H. W. Bush and Dan Quayle (R) Y,Stan Stephens (R),"52D, 48R","27R, 23D"
Montana,1991,"1D, 1R",Conrad Burns (R),Max Baucus (D)[24],,George H. W. Bush and Dan Quayle (R) Y,Stan Stephens (R),"61D, 39R","29D, 21R"
Montana,1992,"1D, 1R",Conrad Burns (R),Max Baucus (D)[24],,Bill Clinton and Al Gore (D) Y,Stan Stephens (R),"61D, 39R","29D, 21R"
Montana,1993,Pat Williams (D),Conrad Burns (R),Max Baucus (D)[24],,Bill Clinton and Al Gore (D) Y,Marc Racicot (R),"53R, 47D","30D, 20R"
Montana,1994,Pat Williams (D),Conrad Burns (R),Max Baucus (D)[24],,Bill Clinton and Al Gore (D) Y,Marc Racicot (R),"53R, 47D","30D, 20R"
Montana,1995,Pat Williams (D),Conrad Burns (R),Max Baucus (D)[24],,Bill Clinton and Al Gore (D) Y,Marc Racicot (R),"67R, 33D","31R, 19D"
Montana,1996,Pat Williams (D),Conrad Burns (R),Max Baucus (D)[24],,Bob Dole and Jack Kemp (R) N,Marc Racicot (R),"67R, 33D","31R, 19D"
Montana,1997,Rick Hill (R),Conrad Burns (R),Max Baucus (D)[24],,Bob Dole and Jack Kemp (R) N,Marc Racicot (R),"65R, 35D","34R, 16D"
Montana,1998,Rick Hill (R),Conrad Burns (R),Max Baucus (D)[24],,Bob Dole and Jack Kemp (R) N,Marc Racicot (R),"65R, 35D","34R, 16D"
Montana,1999,Rick Hill (R),Conrad Burns (R),Max Baucus (D)[24],,Bob Dole and Jack Kemp (R) N,Marc Racicot (R),"59R, 41D","32R, 18D"
Montana,2000,Rick Hill (R),Conrad Burns (R),Max Baucus (D)[24],,George W. Bush and Dick Cheney (R) Y,Marc Racicot (R),"59R, 41D","32R, 18D"
Montana,2001,Denny Rehberg (R),Conrad Burns (R),Max Baucus (D)[24],,George W. Bush and Dick Cheney (R) Y,Judy Martz (R),"58R, 42D","31R, 19D"
Montana,2002,Denny Rehberg (R),Conrad Burns (R),Max Baucus (D)[24],,George W. Bush and Dick Cheney (R) Y,Judy Martz (R),"58R, 42D","31R, 19D"
Montana,2003,Denny Rehberg (R),Conrad Burns (R),Max Baucus (D)[24],,George W. Bush and Dick Cheney (R) Y,Judy Martz (R),"53R, 47D","29R, 21D"
Montana,2004,Denny Rehberg (R),Conrad Burns (R),Max Baucus (D)[24],,George W. Bush and Dick Cheney (R) Y,Judy Martz (R),"53R, 47D","29R, 21D"
Montana,2005,Denny Rehberg (R),Conrad Burns (R),Max Baucus (D)[24],,George W. Bush and Dick Cheney (R) Y,Brian Schweitzer (D),"50D, 50R[30]","27D, 23R"
Montana,2006,Denny Rehberg (R),Conrad Burns (R),Max Baucus (D)[24],,George W. Bush and Dick Cheney (R) Y,Brian Schweitzer (D),"50D, 50R[30]","27D, 23R"
Montana,2007,Denny Rehberg (R),Jon Tester (D),Max Baucus (D)[24],,George W. Bush and Dick Cheney (R) Y,Brian Schweitzer (D),"50R, 49D, 1C[31]","26D, 24R"
Montana,2008,Denny Rehberg (R),Jon Tester (D),Max Baucus (D)[24],,John McCain and Sarah Palin (R) N,Brian Schweitzer (D),"50R, 49D, 1C[31]","26D, 24R"
Montana,2009,Denny Rehberg (R),Jon Tester (D),Max Baucus (D)[24],,John McCain and Sarah Palin (R) N,Brian Schweitzer (D),"50D, 50R[30]","27R, 23D"
Montana,2010,Denny Rehberg (R),Jon Tester (D),Max Baucus (D)[24],,John McCain and Sarah Palin (R) N,Brian Schweitzer (D),"50D, 50R[30]","27R, 23D"
Montana,2011,Denny Rehberg (R),Jon Tester (D),Max Baucus (D)[24],,John McCain and Sarah Palin (R) N,Brian Schweitzer (D),"68R, 32D","28R, 22D"
Montana,2012,Denny Rehberg (R),Jon Tester (D),Max Baucus (D)[24],,Mitt Romney and Paul Ryan (R) N,Brian Schweitzer (D),"68R, 32D","28R, 22D"
Montana,2013,Steve Daines (R),Jon Tester (D),Max Baucus (D)[24],,Mitt Romney and Paul Ryan (R) N,Steve Bullock (D),"61R, 39D","29R, 21D"
Montana,2014,Steve Daines (R),Jon Tester (D),John Walsh (D)[10],,Mitt Romney and Paul Ryan (R) N,Steve Bullock (D),"61R, 39D","29R, 21D"
Montana,2015,Ryan Zinke (R),Jon Tester (D),Steve Daines (R),,Mitt Romney and Paul Ryan (R) N,Steve Bullock (D),"59R, 41D","29R, 21D"
Montana,2016,Ryan Zinke (R),Jon Tester (D),Steve Daines (R),,Donald Trump and Mike Pence (R) Y,Steve Bullock (D),"59R, 41D","29R, 21D"
Montana,2017,Ryan Zinke (R),Jon Tester (D),Steve Daines (R),,Donald Trump and Mike Pence (R) Y,Steve Bullock (D),"59R, 41D","32R, 18D"
Nebraska,1980,"2R, 1D",Edward Zorinsky (D)[36],J. James Exon (D),,Ronald Reagan and George H. W. Bush (R) Y,Charles Thone (R),,
Nebraska,1981,3R,Edward Zorinsky (D)[36],J. James Exon (D),,Ronald Reagan and George H. W. Bush (R) Y,Charles Thone (R),,
Nebraska,1982,3R,Edward Zorinsky (D)[36],J. James Exon (D),,Ronald Reagan and George H. W. Bush (R) Y,Charles Thone (R),,
Nebraska,1983,3R,Edward Zorinsky (D)[36],J. James Exon (D),,Ronald Reagan and George H. W. Bush (R) Y,Bob Kerrey (D),,
Nebraska,1984,3R,Edward Zorinsky (D)[36],J. James Exon (D),,Ronald Reagan and George H. W. Bush (R) Y,Bob Kerrey (D),,
Nebraska,1985,3R,Edward Zorinsky (D)[36],J. James Exon (D),,Ronald Reagan and George H. W. Bush (R) Y,Bob Kerrey (D),,
Nebraska,1986,3R,Edward Zorinsky (D)[36],J. James Exon (D),,Ronald Reagan and George H. W. Bush (R) Y,Bob Kerrey (D),,
Nebraska,1987,3R,Edward Zorinsky (D)[36],J. James Exon (D),,Ronald Reagan and George H. W. Bush (R) Y,Kay A. Orr (R),,
Nebraska,1987,3R,David Karnes (R)[37],J. James Exon (D),,Ronald Reagan and George H. W. Bush (R) Y,Kay A. Orr (R),,
Nebraska,1988,3R,David Karnes (R)[37],J. James Exon (D),,George H. W. Bush and Dan Quayle (R) Y,Kay A. Orr (R),,
Nebraska,1989,"2R, 1D",Bob Kerrey (D),J. James Exon (D),,George H. W. Bush and Dan Quayle (R) Y,Kay A. Orr (R),,
Nebraska,1990,"2R, 1D",Bob Kerrey (D),J. James Exon (D),,George H. W. Bush and Dan Quayle (R) Y,Kay A. Orr (R),,
Nebraska,1991,"2R, 1D",Bob Kerrey (D),J. James Exon (D),,George H. W. Bush and Dan Quayle (R) Y,Ben Nelson (D),,
Nebraska,1992,"2R, 1D",Bob Kerrey (D),J. James Exon (D),,George H. W. Bush and Dan Quayle (R) N,Ben Nelson (D),,
Nebraska,1993,"2R, 1D",Bob Kerrey (D),J. James Exon (D),,George H. W. Bush and Dan Quayle (R) N,Ben Nelson (D),,
Nebraska,1993,"2R, 1D",Bob Kerrey (D),J. James Exon (D),,George H. W. Bush and Dan Quayle (R) N,Ben Nelson (D),,
Nebraska,1994,"2R, 1D",Bob Kerrey (D),J. James Exon (D),,George H. W. Bush and Dan Quayle (R) N,Ben Nelson (D),,
Nebraska,1995,3R,Bob Kerrey (D),J. James Exon (D),,George H. W. Bush and Dan Quayle (R) N,Ben Nelson (D),,
Nebraska,1996,3R,Bob Kerrey (D),J. James Exon (D),,Bob Dole and Jack Kemp (R) N,Ben Nelson (D),,
Nebraska,1997,3R,Bob Kerrey (D),Chuck Hagel (R),,Bob Dole and Jack Kemp (R) N,Ben Nelson (D),,
Nebraska,1998,3R,Bob Kerrey (D),Chuck Hagel (R),,Bob Dole and Jack Kemp (R) N,Ben Nelson (D),,
Nebraska,1999,3R,Bob Kerrey (D),Chuck Hagel (R),,Bob Dole and Jack Kemp (R) N,Mike Johanns (R)[42],,
Nebraska,2000,3R,Bob Kerrey (D),Chuck Hagel (R),,George W. Bush and Dick Cheney (R) Y,Mike Johanns (R)[42],,
Nebraska,2001,3R,Ben Nelson (D),Chuck Hagel (R),,George W. Bush and Dick Cheney (R) Y,Mike Johanns (R)[42],,
Nebraska,2001,3R,Ben Nelson (D),Chuck Hagel (R),,George W. Bush and Dick Cheney (R) Y,Mike Johanns (R)[42],,
Nebraska,2002,3R,Ben Nelson (D),Chuck Hagel (R),,George W. Bush and Dick Cheney (R) Y,Mike Johanns (R)[42],,
Nebraska,2003,3R,Ben Nelson (D),Chuck Hagel (R),,George W. Bush and Dick Cheney (R) Y,Mike Johanns (R)[42],,
Nebraska,2004,3R,Ben Nelson (D),Chuck Hagel (R),,George W. Bush and Dick Cheney (R) Y,Mike Johanns (R)[42],,
Nebraska,2005,3R,Ben Nelson (D),Chuck Hagel (R),,George W. Bush and Dick Cheney (R) Y,Dave Heineman (R)[45],,
Nebraska,2006,3R,Ben Nelson (D),Chuck Hagel (R),,George W. Bush and Dick Cheney (R) Y,Dave Heineman (R)[45],,
Nebraska,2007,3R,Ben Nelson (D),Chuck Hagel (R),,George W. Bush and Dick Cheney (R) Y,Dave Heineman (R)[45],,
Nebraska,2008,3R,Ben Nelson (D),Chuck Hagel (R),,"4 John McCain and Sarah Palin (R) N, 1 Barack Obama and Joe Biden (D) Y[48]",Dave Heineman (R)[45],,
Nebraska,2009,3R,Ben Nelson (D),Mike Johanns (R),,"4 John McCain and Sarah Palin (R) N, 1 Barack Obama and Joe Biden (D) Y[48]",Dave Heineman (R)[45],,
Nebraska,2010,3R,Ben Nelson (D),Mike Johanns (R),,"4 John McCain and Sarah Palin (R) N, 1 Barack Obama and Joe Biden (D) Y[48]",Dave Heineman (R)[45],,
Nebraska,2011,3R,Ben Nelson (D),Mike Johanns (R),,"4 John McCain and Sarah Palin (R) N, 1 Barack Obama and Joe Biden (D) Y[48]",Dave Heineman (R)[45],,
Nebraska,2012,3R,Ben Nelson (D),Mike Johanns (R),,Mitt Romney and Paul Ryan (R) N,Dave Heineman (R)[45],,
Nebraska,2013,3R,Deb Fischer (R),Mike Johanns (R),,Mitt Romney and Paul Ryan (R) N,Dave Heineman (R)[45],,
Nebraska,2014,3R,Deb Fischer (R),Mike Johanns (R),,Mitt Romney and Paul Ryan (R) N,Dave Heineman (R)[45],,
Nebraska,2014,3R,Deb Fischer (R),Mike Johanns (R),,Mitt Romney and Paul Ryan (R) N,Dave Heineman (R)[45],,
Nebraska,2015,"2R, 1D",Deb Fischer (R),Ben Sasse (R),,Mitt Romney and Paul Ryan (R) N,Pete Ricketts (R),,
Nebraska,2016,"2R, 1D",Deb Fischer (R),Ben Sasse (R),,Donald Trump and Mike Pence (R) Y,Pete Ricketts (R),,
Nebraska,2017,3R,Deb Fischer (R),Ben Sasse (R),,Donald Trump and Mike Pence (R) Y,Pete Ricketts (R),,
Nevada,1980,James David Santini (D),Howard Cannon (D),,Paul Laxalt(R),Ronald Reagan and George H.W. Bush (R) Y,Robert List (R),"26D, 14R","15D, 5R"
Nevada,1981,James David Santini (D),Howard Cannon (D),,Paul Laxalt(R),Ronald Reagan and George H.W. Bush (R) Y,Robert List (R),"26D, 14R","15D, 5R"
Nevada,1982,James David Santini (D),Howard Cannon (D),,Paul Laxalt(R),Ronald Reagan and George H.W. Bush (R) Y,Robert List (R),"26D, 14R","15D, 5R"
Nevada,1983,"1D, 1R",Chic Hecht (R),,Paul Laxalt(R),Ronald Reagan and George H.W. Bush (R) Y,Richard Bryan (D),"22D, 20R","17D, 4R"
Nevada,1984,"1D, 1R",Chic Hecht (R),,Paul Laxalt(R),Ronald Reagan and George H.W. Bush (R) Y,Richard Bryan (D),"22D, 20R","17D, 4R"
Nevada,1985,"1D, 1R",Chic Hecht (R),,Paul Laxalt(R),Ronald Reagan and George H.W. Bush (R) Y,Richard Bryan (D),"25R, 17D","13D, 8R"
Nevada,1986,"1D, 1R",Chic Hecht (R),,Paul Laxalt(R),Ronald Reagan and George H.W. Bush (R) Y,Richard Bryan (D),"25R, 17D","13D, 8R"
Nevada,1987,"1D, 1R",Chic Hecht (R),,Harry Reid (D),Ronald Reagan and George H.W. Bush (R) Y,Richard Bryan (D),"29D, 13R","12R, 9D"
Nevada,1988,"1D, 1R",Chic Hecht (R),,Harry Reid (D),George H.W. Bush and Dan Quayle (R) Y,Richard Bryan (D),"29D, 13R","12R, 9D"
Nevada,1989,"1D, 1R",Richard Bryan (D),,Harry Reid (D),George H.W. Bush and Dan Quayle (R) Y,Bob Miller (D),"32D, 10R","13R, 8D"
Nevada,1990,"1D, 1R",Richard Bryan (D),,Harry Reid (D),George H.W. Bush and Dan Quayle (R) Y,Bob Miller (D),"32D, 10R","13R, 8D"
Nevada,1991,"1D, 1R",Richard Bryan (D),,Harry Reid (D),George H.W. Bush and Dan Quayle (R) Y,Bob Miller (D),"22D, 20R","11D, 10R"
Nevada,1992,"1D, 1R",Richard Bryan (D),,Harry Reid (D),Bill Clinton and Al Gore (D) Y,Bob Miller (D),"22D, 20R","11D, 10R"
