,year,congress house,congress sen class 1,congress sen class 2,congress sen class 3,electoral,governor,legislature house,legislature sen
Texas,1992,"19D, 8R",Lloyd M. Bentsen (D),Phil Gramm (R),,George H. W. Bush and Dan Quayle (R) N,Ann Richards (D),"90D, 60R","22D, 9R"
Texas,1993,"21D, 9R",Bob Krueger (D),Phil Gramm (R),,George H. W. Bush and Dan Quayle (R) N,Ann Richards (D),"91D, 59R","18D, 13R"
Texas,1993,"21D, 9R",Kay Bailey Hutchison (R),Phil Gramm (R),,George H. W. Bush and Dan Quayle (R) N,Ann Richards (D),"91D, 59R","18D, 13R"
Texas,1994,"21D, 9R",Kay Bailey Hutchison (R),Phil Gramm (R),,George H. W. Bush and Dan Quayle (R) N,Ann Richards (D),"91D, 59R","18D, 13R"
Texas,1995,"18D, 12R",Kay Bailey Hutchison (R),Phil Gramm (R),,George H. W. Bush and Dan Quayle (R) N,George W. Bush (R),"87D, 63R","17D, 14R"
Texas,1996,"18D, 12R",Kay Bailey Hutchison (R),Phil Gramm (R),,Bob Dole and Jack Kemp (R) N,George W. Bush (R),"87D, 63R","17D, 14R"
Texas,1997,"17D, 13R",Kay Bailey Hutchison (R),Phil Gramm (R),,Bob Dole and Jack Kemp (R) N,George W. Bush (R),"82D, 68R","17R, 14D"
Texas,1998,"17D, 13R",Kay Bailey Hutchison (R),Phil Gramm (R),,Bob Dole and Jack Kemp (R) N,George W. Bush (R),"82D, 68R","17R, 14D"
Texas,1999,"17D, 13R",Kay Bailey Hutchison (R),Phil Gramm (R),,Bob Dole and Jack Kemp (R) N,George W. Bush (R),"78D, 72R","16R, 15D"
Texas,2000,"17D, 13R",Kay Bailey Hutchison (R),Phil Gramm (R),,George W. Bush and Dick Cheney (R) Y,George W. Bush (R),"78D, 72R","16R, 15D"
Texas,2000,"17D, 13R",Kay Bailey Hutchison (R),Phil Gramm (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"78D, 72R","16R, 15D"
Texas,2001,"17D, 13R",Kay Bailey Hutchison (R),Phil Gramm (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"78D, 72R","16R, 15D"
Texas,2002,"17D, 13R",Kay Bailey Hutchison (R),Phil Gramm (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"78D, 72R","16R, 15D"
Texas,2002,"17D, 13R",Kay Bailey Hutchison (R),Phil Gramm (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"78D, 72R","16R, 15D"
Texas,2003,"17D, 15R",Kay Bailey Hutchison (R),John Cornyn (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"88R, 62D","19R, 12D"
Texas,2004,"17D, 15R",Kay Bailey Hutchison (R),John Cornyn (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"88R, 62D","19R, 12D"
Texas,2005,"21R, 11D",Kay Bailey Hutchison (R),John Cornyn (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"86R, 64D","19R, 12D"
Texas,2006,"21R, 11D",Kay Bailey Hutchison (R),John Cornyn (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"86R, 64D","19R, 12D"
Texas,2007,"19R, 13D",Kay Bailey Hutchison (R),John Cornyn (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"80R, 69D","20R, 11D"
Texas,2007,"19R, 13D",Kay Bailey Hutchison (R),John Cornyn (R),,George W. Bush and Dick Cheney (R) Y,Rick Perry (R),"81R, 69D[23]","20R, 11D"
Texas,2008,"19R, 13D",Kay Bailey Hutchison (R),John Cornyn (R),,John McCain and Sarah Palin (R) N,Rick Perry (R),"77R, 71D","20R, 11D"
Texas,2009,"20R, 12D",Kay Bailey Hutchison (R),John Cornyn (R),,John McCain and Sarah Palin (R) N,Rick Perry (R),"76R, 74D","19R, 12D"
Texas,2010,"20R, 12D",Kay Bailey Hutchison (R),John Cornyn (R),,John McCain and Sarah Palin (R) N,Rick Perry (R),"76R, 74D","19R, 12D"
Texas,2011,"23R, 9D",Kay Bailey Hutchison (R),John Cornyn (R),,John McCain and Sarah Palin (R) N,Rick Perry (R),"101R, 49D","19R, 12D"
Texas,2012,"23R, 9D",Kay Bailey Hutchison (R),John Cornyn (R),,Mitt Romney and Paul Ryan (R) N,Rick Perry (R),"101R, 49D","19R, 12D"
Texas,2013,"24R, 12D",Ted Cruz (R),John Cornyn (R),,Mitt Romney and Paul Ryan (R) N,Rick Perry (R),"95R, 55D","19R, 12D"
Texas,2014,"24R, 12D",Ted Cruz (R),John Cornyn (R),,Mitt Romney and Paul Ryan (R) N,Rick Perry (R),"95R, 55D","19R, 12D"
Texas,2015,"25R, 11D",Ted Cruz (R),John Cornyn (R),,Mitt Romney and Paul Ryan (R) N,Greg Abbott (R),"98R, 52D","20R, 11D"
Texas,2016,"25R, 11D",Ted Cruz (R),John Cornyn (R),,Donald Trump and Mike Pence (R) Y,Greg Abbott (R),"99R, 50D, 1I[24]","20R, 11D"
Texas,2017,"25R, 11D",Ted Cruz (R),John Cornyn (R),,Donald Trump and Mike Pence (R) Y,Greg Abbott (R),"95R, 55D","20R, 11D"
Utah,1980,"1D, 1R",Orrin Hatch (R),,Jake Garn (R),Ronald Reagan and George H. W. Bush (R) Y,Scott M. Matheson (D),"51R, 24D","19R, 10D"
Utah,1981,2R,Orrin Hatch (R),,Jake Garn (R),Ronald Reagan and George H. W. Bush (R) Y,Scott M. Matheson (D),"58R, 17D","22R, 7D"
Utah,1982,2R,Orrin Hatch (R),,Jake Garn (R),Ronald Reagan and George H. W. Bush (R) Y,Scott M. Matheson (D),"58R, 17D","22R, 7D"
Utah,1983,3R,Orrin Hatch (R),,Jake Garn (R),Ronald Reagan and George H. W. Bush (R) Y,Scott M. Matheson (D),"59R, 16D","24R, 5D"
Utah,1984,3R,Orrin Hatch (R),,Jake Garn (R),Ronald Reagan and George H. W. Bush (R) Y,Scott M. Matheson (D),"59R, 16D","24R, 5D"
Utah,1985,3R,Orrin Hatch (R),,Jake Garn (R),Ronald Reagan and George H. W. Bush (R) Y,Norman H. Bangerter (R),"62R, 13D","23R, 6D"
Utah,1986,3R,Orrin Hatch (R),,Jake Garn (R),Ronald Reagan and George H. W. Bush (R) Y,Norman H. Bangerter (R),"62R, 13D","23R, 6D"
Utah,1987,"2R, 1D",Orrin Hatch (R),,Jake Garn (R),Ronald Reagan and George H. W. Bush (R) Y,Norman H. Bangerter (R),"48R, 27D","21R, 8D"
Utah,1988,"2R, 1D",Orrin Hatch (R),,Jake Garn (R),George H. W. Bush and Dan Quayle (R) Y,Norman H. Bangerter (R),"48R, 27D","21R, 8D"
Utah,1989,"2R, 1D",Orrin Hatch (R),,Jake Garn (R),George H. W. Bush and Dan Quayle (R) Y,Norman H. Bangerter (R),"47R, 28D","22R, 7D"
Utah,1990,"2R, 1D",Orrin Hatch (R),,Jake Garn (R),George H. W. Bush and Dan Quayle (R) Y,Norman H. Bangerter (R),"47R, 28D","22R, 7D"
Utah,1991,"2D, 1R",Orrin Hatch (R),,Jake Garn (R),George H. W. Bush and Dan Quayle (R) Y,Norman H. Bangerter (R),"44R, 31D","19R, 10D"
Utah,1992,"2D, 1R",Orrin Hatch (R),,Jake Garn (R),George H. W. Bush and Dan Quayle (R) N,Norman H. Bangerter (R),"44R, 31D","19R, 10D"
Utah,1993,"2D, 1R",Orrin Hatch (R),,Robert Foster Bennett (R),George H. W. Bush and Dan Quayle (R) N,Mike Leavitt (R)[4],"49R, 26D","18R, 11D"
Utah,1994,"2D, 1R",Orrin Hatch (R),,Robert Foster Bennett (R),George H. W. Bush and Dan Quayle (R) N,Mike Leavitt (R)[4],"49R, 26D","18R, 11D"
Utah,1995,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),George H. W. Bush and Dan Quayle (R) N,Mike Leavitt (R)[4],"55R, 20D","19R, 10D"
Utah,1995,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),George H. W. Bush and Dan Quayle (R) N,Mike Leavitt (R)[4],"55R, 20D","19R, 10D"
Utah,1996,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),Bob Dole and Jack Kemp (R) N,Mike Leavitt (R)[4],"55R, 20D","19R, 10D"
Utah,1997,3R,Orrin Hatch (R),,Robert Foster Bennett (R),Bob Dole and Jack Kemp (R) N,Mike Leavitt (R)[4],"55R, 20D","20R, 9D"
Utah,1998,3R,Orrin Hatch (R),,Robert Foster Bennett (R),Bob Dole and Jack Kemp (R) N,Mike Leavitt (R)[4],"55R, 20D","20R, 9D"
Utah,1999,3R,Orrin Hatch (R),,Robert Foster Bennett (R),Bob Dole and Jack Kemp (R) N,Mike Leavitt (R)[4],"54R, 21D","18R, 11D"
Utah,2000,3R,Orrin Hatch (R),,Robert Foster Bennett (R),George W. Bush and Dick Cheney (R) Y,Mike Leavitt (R)[4],"54R, 21D","18R, 11D"
Utah,2001,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),George W. Bush and Dick Cheney (R) Y,Mike Leavitt (R)[4],"51R, 24D","20R, 9D"
Utah,2002,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),George W. Bush and Dick Cheney (R) Y,Mike Leavitt (R)[4],"51R, 24D","20R, 9D"
Utah,2003,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),George W. Bush and Dick Cheney (R) Y,Olene S. Walker (R)[5],"56R, 19D","22R, 7D"
Utah,2004,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),George W. Bush and Dick Cheney (R) Y,Olene S. Walker (R)[5],"56R, 19D","22R, 7D"
Utah,2005,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),George W. Bush and Dick Cheney (R) Y,"Jon Huntsman, Jr. (R)[6]","56R, 19D","21R, 8D"
Utah,2006,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),George W. Bush and Dick Cheney (R) Y,"Jon Huntsman, Jr. (R)[6]","56R, 19D","21R, 8D"
Utah,2007,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),George W. Bush and Dick Cheney (R) Y,"Jon Huntsman, Jr. (R)[6]","55R, 20D","21R, 8D"
Utah,2008,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),John McCain and Sarah Palin (R) N,"Jon Huntsman, Jr. (R)[6]","55R, 20D","21R, 8D"
Utah,2009,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),John McCain and Sarah Palin (R) N,Gary R. Herbert (R)[5],"53R, 22D","21R, 8D"
Utah,2010,"2R, 1D",Orrin Hatch (R),,Robert Foster Bennett (R),John McCain and Sarah Palin (R) N,Gary R. Herbert (R)[5],"53R, 22D","21R, 8D"
Utah,2011,"2R, 1D",Orrin Hatch (R),,Mike Lee (R),John McCain and Sarah Palin (R) N,Gary R. Herbert (R)[5],"58R, 17D","22R, 7D"
Utah,2012,"2R, 1D",Orrin Hatch (R),,Mike Lee (R),Mitt Romney and Paul Ryan (R) N,Gary R. Herbert (R)[5],"58R, 17D","22R, 7D"
Utah,2013,"3R, 1D",Orrin Hatch (R),,Mike Lee (R),Mitt Romney and Paul Ryan (R) N,Gary R. Herbert (R)[5],"61R, 14D","24R, 5D"
Utah,2014,"3R, 1D",Orrin Hatch (R),,Mike Lee (R),Mitt Romney and Paul Ryan (R) N,Gary R. Herbert (R)[5],"61R, 14D","24R, 5D"
Utah,2015,4R,Orrin Hatch (R),,Mike Lee (R),Mitt Romney and Paul Ryan (R) N,Gary R. Herbert (R)[5],"63R, 12D","24R, 5D"
Utah,2016,4R,Orrin Hatch (R),,Mike Lee (R),Donald Trump and Mike Pence (R) Y,Gary R. Herbert (R)[5],"63R, 12D","24R, 5D"
Utah,2017,4R,Orrin Hatch (R),,Mike Lee (R),Donald Trump and Mike Pence (R) Y,Gary R. Herbert (R)[5],"62R, 13D","24R, 5D"
Vermont,1980,Jim Jeffords (R),Robert T. Stafford (R),,Patrick Leahy (D),Ronald Reagan and George H.W. Bush (R),Richard A. Snelling (R),"79R, 69D, 2I[7]","20R, 10D"
Vermont,1981,Jim Jeffords (R),Robert T. Stafford (R),,Patrick Leahy (D),Ronald Reagan and George H.W. Bush (R),Richard A. Snelling (R),"84R, 63D, 2I, 1?","16R, 14D"
Vermont,1982,Jim Jeffords (R),Robert T. Stafford (R),,Patrick Leahy (D),Ronald Reagan and George H.W. Bush (R),Richard A. Snelling (R),"84R, 63D, 2I, 1?","16R, 14D"
Vermont,1983,Jim Jeffords (R),Robert T. Stafford (R),,Patrick Leahy (D),Ronald Reagan and George H.W. Bush (R),Richard A. Snelling (R),"84R, 65D, 1I","17R, 13D"
Vermont,1984,Jim Jeffords (R),Robert T. Stafford (R),,Patrick Leahy (D),Ronald Reagan and George H.W. Bush (R),Richard A. Snelling (R),"84R, 65D, 1I","17R, 13D"
Vermont,1985,Jim Jeffords (R),Robert T. Stafford (R),,Patrick Leahy (D),Ronald Reagan and George H.W. Bush (R),Madeleine M. Kunin (D),"77R, 72D, 1I[8]","18D, 12R"
Vermont,1986,Jim Jeffords (R),Robert T. Stafford (R),,Patrick Leahy (D),Ronald Reagan and George H.W. Bush (R),Madeleine M. Kunin (D),"77R, 72D, 1I[8]","18D, 12R"
Vermont,1987,Jim Jeffords (R),Robert T. Stafford (R),,Patrick Leahy (D),Ronald Reagan and George H.W. Bush (R),Madeleine M. Kunin (D),"75D, 74R, 1I","18D, 12R"
Vermont,1988,Jim Jeffords (R),Robert T. Stafford (R),,Patrick Leahy (D),George H.W. Bush and Dan Quayle (R),Madeleine M. Kunin (D),"75D, 74R, 1I","18D, 12R"
Vermont,1989,Peter Plympton Smith (R),Jim Jeffords (R),,Patrick Leahy (D),George H.W. Bush and Dan Quayle (R),Madeleine M. Kunin (D),"76D, 74R","16D, 14R"
Vermont,1990,Peter Plympton Smith (R),Jim Jeffords (R),,Patrick Leahy (D),George H.W. Bush and Dan Quayle (R),Madeleine M. Kunin (D),"76D, 74R","16D, 14R"
Vermont,1991,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),George H.W. Bush and Dan Quayle (R),Richard A. Snelling (R),"75R, 73D, 2VP[10]","15D, 15R[9]"
Vermont,1992,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),Bill Clinton and Al Gore (D),Howard Dean (D),"75R, 73D, 2VP[10]","15D, 15R[9]"
Vermont,1993,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),Bill Clinton and Al Gore (D),Howard Dean (D),"87D, 57R, 4I, 2VP","16R, 14D"
Vermont,1994,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),Bill Clinton and Al Gore (D),Howard Dean (D),"87D, 57R, 4I, 2VP","16R, 14D"
Vermont,1995,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),Bill Clinton and Al Gore (D),Howard Dean (D),"86D, 61R, 2VP, 1I","18R, 12D"
Vermont,1996,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),Bill Clinton and Al Gore (D),Howard Dean (D),"86D, 61R, 2VP, 1I","18R, 12D"
Vermont,1997,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),Bill Clinton and Al Gore (D),Howard Dean (D),"89D, 57R, 3VP, 1I","17D, 13R"
Vermont,1998,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),Bill Clinton and Al Gore (D),Howard Dean (D),"89D, 57R, 3VP, 1I","17D, 13R"
Vermont,1999,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),Bill Clinton and Al Gore (D),Howard Dean (D),"77D, 66R, 4VP, 2I, 1 Lib.","17D, 13R"
Vermont,2000,Bernie Sanders (I),Jim Jeffords (R),,Patrick Leahy (D),Al Gore and Joe Lieberman (D),Howard Dean (D),"77D, 66R, 4VP, 2I, 1 Lib.","17D, 13R"
Vermont,2001,Bernie Sanders (I),Jim Jeffords (I),,Patrick Leahy (D),Al Gore and Joe Lieberman (D),Howard Dean (D),"83R, 62D, 4VP, 1I","16D, 14R"
Vermont,2002,Bernie Sanders (I),Jim Jeffords (I),,Patrick Leahy (D),Al Gore and Joe Lieberman (D),Howard Dean (D),"82R, 63D, 4VP, 1I[11]","16D, 14R"
Vermont,2003,Bernie Sanders (I),Jim Jeffords (I),,Patrick Leahy (D),Al Gore and Joe Lieberman (D),Jim Douglas (R),"73R, 70D, 4VP, 3I","19D, 11R"
Vermont,2004,Bernie Sanders (I),Jim Jeffords (I),,Patrick Leahy (D),John Kerry and John Edwards (D),Jim Douglas (R),"73R, 70D, 4VP, 3I","19D, 11R"
Vermont,2005,Bernie Sanders (I),Jim Jeffords (I),,Patrick Leahy (D),John Kerry and John Edwards (D),Jim Douglas (R),"83D, 60R, 6VP, 1I","21D, 9R"
Vermont,2006,Bernie Sanders (I),Jim Jeffords (I),,Patrick Leahy (D),John Kerry and John Edwards (D),Jim Douglas (R),"83D, 60R, 6VP, 1I","21D, 9R"
Vermont,2007,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),John Kerry and John Edwards (D),Jim Douglas (R),"93D, 49R, 6VP, 2I","23D, 7R"
Vermont,2008,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),Barack Obama and Joe Biden (D),Jim Douglas (R),"93D, 49R, 6VP, 2I","23D, 7R"
Vermont,2009,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),Barack Obama and Joe Biden (D),Jim Douglas (R),"95D, 48R, 5VP, 2I","23D, 7R"
Vermont,2010,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),Barack Obama and Joe Biden (D),Jim Douglas (R),"95D, 48R, 5VP, 2I","23D, 7R"
Vermont,2011,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),Barack Obama and Joe Biden (D),Peter Shumlin (D),"94D, 48R, 5VP, 3I","20D, 8R, 2VP"
Vermont,2012,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),Barack Obama and Joe Biden (D),Peter Shumlin (D),"94D, 48R, 5VP, 3I","20D, 8R, 2VP"
Vermont,2013,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),Barack Obama and Joe Biden (D),Peter Shumlin (D),"96D, 45R, 5VP, 4I","20D, 7R, 3VP"
Vermont,2014,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),Barack Obama and Joe Biden (D),Peter Shumlin (D),"96D, 45R, 5VP, 4I","20D, 7R, 3VP"
Vermont,2015,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),Barack Obama and Joe Biden (D),Peter Shumlin (D),"85D, 53R, 6VP, 6I","18D, 9R, 3VP"
Vermont,2016,Peter Welch (D),Bernie Sanders (I),,Patrick Leahy (D),Hillary Clinton and Tim Kaine (D),Peter Shumlin (D),"85D, 53R, 6VP, 6I","18D, 9R, 3VP"
Virginia,1980,"6R, 4D","Harry F. Byrd, Jr. (I)",John Warner (R),,Ronald Reagan and George H.W. Bush (R) Y,John N. Dalton (R),"74D, 25R, 1I","31D, 9R"
Virginia,1981,"9R, 1D","Harry F. Byrd, Jr. (I)",John Warner (R),,Ronald Reagan and George H.W. Bush (R) Y,John N. Dalton (R),"74D, 25R, 1I","31D, 9R"
Virginia,1982,"9R, 1D","Harry F. Byrd, Jr. (I)",John Warner (R),,Ronald Reagan and George H.W. Bush (R) Y,Chuck Robb (D),"66D, 32R, 2I","31D, 9R"
Virginia,1983,"6R, 4D","Paul S. Trible, Jr. (R)",John Warner (R),,Ronald Reagan and George H.W. Bush (R) Y,Chuck Robb (D),"65D, 34R, 1I","31D, 9R"
Virginia,1984,"6R, 4D","Paul S. Trible, Jr. (R)",John Warner (R),,Ronald Reagan and George H.W. Bush (R) Y,Chuck Robb (D),"65D, 34R, 1I","32D, 8R"
Virginia,1985,"6R, 4D","Paul S. Trible, Jr. (R)",John Warner (R),,Ronald Reagan and George H.W. Bush (R) Y,Chuck Robb (D),"65D, 34R, 1I","32D, 8R"
Virginia,1986,"6R, 4D","Paul S. Trible, Jr. (R)",John Warner (R),,Ronald Reagan and George H.W. Bush (R) Y,Gerald L. Baliles (D),"65D, 33R, 2I","32D, 8R"
Virginia,1987,"5R, 5D","Paul S. Trible, Jr. (R)",John Warner (R),,Ronald Reagan and George H.W. Bush (R) Y,Gerald L. Baliles (D),"65D, 33R, 2I","32D, 8R"
Virginia,1988,"5R, 5D","Paul S. Trible, Jr. (R)",John Warner (R),,George H.W. Bush and Dan Quayle (R) Y,Gerald L. Baliles (D),"64D, 35R, 1I","30D, 10R"
Virginia,1989,"5R, 5D",Chuck Robb (D),John Warner (R),,George H.W. Bush and Dan Quayle (R) Y,Gerald L. Baliles (D),"64D, 35R, 1I","30D, 10R"
Virginia,1990,"5R, 5D",Chuck Robb (D),John Warner (R),,George H.W. Bush and Dan Quayle (R) Y,Douglas Wilder (D),"59D, 40R, 1I","30D, 10R"
Virginia,1991,"6D, 4R",Chuck Robb (D),John Warner (R),,George H.W. Bush and Dan Quayle (R) Y,Douglas Wilder (D),"59D, 40R, 1I","30D, 10R"
Virginia,1992,"6D, 4R",Chuck Robb (D),John Warner (R),,George H.W. Bush and Dan Quayle (R) N,Douglas Wilder (D),"58D, 40R, 1I","22D, 18R"
Virginia,1993,"7D, 4R",Chuck Robb (D),John Warner (R),,George H.W. Bush and Dan Quayle (R) N,Douglas Wilder (D),"58D, 40R, 1I","22D, 18R"
Virginia,1994,"7D, 4R",Chuck Robb (D),John Warner (R),,George H.W. Bush and Dan Quayle (R) N,George Allen (R),"52D, 47R, 1I","22D, 18R"
Virginia,1995,"6D, 5R",Chuck Robb (D),John Warner (R),,George H.W. Bush and Dan Quayle (R) N,George Allen (R),"52D, 47R, 1I","22D, 18R"
Virginia,1996,"6D, 5R",Chuck Robb (D),John Warner (R),,Robert J. Dole and Jack Kemp (R) N,George Allen (R),"52D, 47R, 1I","20R, 20D[15]"
Virginia,1997,"6D, 5R",Chuck Robb (D),John Warner (R),,Robert J. Dole and Jack Kemp (R) N,George Allen (R),"52D, 47R, 1I","20R, 20D[15]"
Virginia,1998,"6D, 5R",Chuck Robb (D),John Warner (R),,Robert J. Dole and Jack Kemp (R) N,Jim Gilmore (R),"50D, 49R, 1I[17]","21R, 19D[16]"
Virginia,1999,"6D, 5R",Chuck Robb (D),John Warner (R),,Robert J. Dole and Jack Kemp (R) N,Jim Gilmore (R),"50D, 49R, 1I[17]","21R, 19D[16]"
Virginia,2000,"6D, 5R",Chuck Robb (D),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Jim Gilmore (R),"52R, 47D, 1I","21R, 19D[16]"
Virginia,2001,"6R, 4D, 1I",George Allen (R),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Jim Gilmore (R),"52R, 47D, 1I","21R, 19D[16]"
Virginia,2002,"6R, 4D, 1I",George Allen (R),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Mark Warner (D),"64R, 34D, 2I","21R, 19D[16]"
Virginia,2002,"8R, 3D[18]",George Allen (R),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Mark Warner (D),"64R, 34D, 2I","21R, 19D[16]"
Virginia,2003,"8R, 3D[18]",George Allen (R),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Mark Warner (D),"64R, 34D, 2I","21R, 19D[16]"
Virginia,2004,"8R, 3D[18]",George Allen (R),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Mark Warner (D),"61R, 37D, 2I","24R, 16D"
Virginia,2005,"8R, 3D[18]",George Allen (R),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Mark Warner (D),"61R, 37D, 2I","24R, 16D"
Virginia,2005,"8R, 3D[18]",George Allen (R),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Mark Warner (D),"61R, 37D, 2I","24R, 16D"
Virginia,2006,"8R, 3D[18]",George Allen (R),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Tim Kaine (D),"57R, 40D, 3I","24R, 16D"
Virginia,2007,"8R, 3D[18]",Jim Webb (D),John Warner (R),,George W. Bush and Dick Cheney (R) Y,Tim Kaine (D),"57R, 40D, 3I","24R, 16D"
Virginia,2008,"8R, 3D[18]",Jim Webb (D),John Warner (R),,Barack Obama and Joe Biden (D) Y,Tim Kaine (D),"54R, 44D, 2I","21D, 19R"
Virginia,2009,"6D, 5R",Jim Webb (D),Mark Warner (D),,Barack Obama and Joe Biden (D) Y,Tim Kaine (D),"53R, 45D, 2I[20]","21D, 19R"
Virginia,2010,"6D, 5R",Jim Webb (D),Mark Warner (D),,Barack Obama and Joe Biden (D) Y,Bob McDonnell (R),"59R, 39D, 2I","22D, 18R[21][22]"
Virginia,2011,"8R, 3D",Jim Webb (D),Mark Warner (D),,Barack Obama and Joe Biden (D) Y,Bob McDonnell (R),"59R, 39D, 2I","22D, 18R[21][22]"
Virginia,2012,"8R, 3D",Jim Webb (D),Mark Warner (D),,Barack Obama and Joe Biden (D) Y,Bob McDonnell (R),"67R, 32D, 1I","20R, 20D[23]"
Virginia,2013,"8R, 3D",Tim Kaine (D),Mark Warner (D),,Barack Obama and Joe Biden (D) Y,Bob McDonnell (R),"67R, 32D, 1I","20R, 20D[23]"
Virginia,2014,"8R, 3D",Tim Kaine (D),Mark Warner (D),,Barack Obama and Joe Biden (D) Y,Terry McAuliffe (D),"68R, 32D","20D, 20R[23]"
Virginia,2014,"8R, 3D",Tim Kaine (D),Mark Warner (D),,Barack Obama and Joe Biden (D) Y,Terry McAuliffe (D),"68R, 32D","21R, 19D[24]"
Virginia,2015,"8R, 3D",Tim Kaine (D),Mark Warner (D),,Barack Obama and Joe Biden (D) Y,Terry McAuliffe (D),"67R, 32D, 1I","21R, 19D[24]"
Virginia,2016,"8R, 3D",Tim Kaine (D),Mark Warner (D),,Hillary Clinton and Tim Kaine (D) N,Terry McAuliffe (D),"66R, 34D","21R, 19D[24]"
Washington,1980,"6D, 1R","Henry M. ""Scoop"" Jackson (D)",,Warren Magnuson (D),Ronald Reagan and George H. W. Bush (R) Y,Dixy Lee Ray (D),"49D, 49R[10]","30D, 19R"
Washington,1981,"5D, 2R","Henry M. ""Scoop"" Jackson (D)",,Slade Gorton (R),Ronald Reagan and George H. W. Bush (R) Y,John Spellman (R),"56R, 42D","25R, 24D[11]"
Washington,1982,"5D, 2R","Henry M. ""Scoop"" Jackson (D)",,Slade Gorton (R),Ronald Reagan and George H. W. Bush (R) Y,John Spellman (R),"55R, 43D[12]","25R, 24D[11]"
Washington,1983,"5D, 3R",Daniel J. Evans (R),,Slade Gorton (R),Ronald Reagan and George H. W. Bush (R) Y,John Spellman (R),"54D, 44R","26D, 23R"
Washington,1984,"5D, 3R",Daniel J. Evans (R),,Slade Gorton (R),Ronald Reagan and George H. W. Bush (R) Y,John Spellman (R),"53D, 45R","26D, 23R"
Washington,1985,"5D, 3R",Daniel J. Evans (R),,Slade Gorton (R),Ronald Reagan and George H. W. Bush (R) Y,Booth Gardner (D),"53D, 45R","27D, 22R"
Washington,1986,"5D, 3R",Daniel J. Evans (R),,Slade Gorton (R),Ronald Reagan and George H. W. Bush (R) Y,Booth Gardner (D),"53D, 45R","27D, 22R"
Washington,1987,"5D, 3R",Daniel J. Evans (R),,Brock Adams (D),Ronald Reagan and George H. W. Bush (R) Y,Booth Gardner (D),"61D, 37R","25D, 24R"
Washington,1988,"5D, 3R",Daniel J. Evans (R),,Brock Adams (D),Michael Dukakis and Lloyd Bentsen (D) N,Booth Gardner (D),"61D, 37R","25R, 24D[13]"
Washington,1989,"5D, 3R",Slade Gorton (R),,Brock Adams (D),Michael Dukakis and Lloyd Bentsen (D) N,Booth Gardner (D),"63D, 35R","25R, 24D[13]"
